,...1.x,ResponseId,Q3_recoded.x,Q4.x,Q6.x,data_same.x,data_similar.x,data,procedure_same.x,procedure_similar.x,procedure,results_same.x,results_similar.x,results,context_same.x,context_similar.x,context,rp_rejection.x,Missing.x,Notes.x,...1.y,Q3_recoded.y,Q4.y,Q6.y,data_same.y,data_similar.y,data,procedure_same.y,procedure_similar.y,procedure,results_same.y,results_similar.y,results,context_same.y,context_similar.y,context,rp_rejection.y,Missing.y,Notes.y,diff_data_same,diff_data_sim,diff_pro_same,diff_pro_sim,diff_res_same,diff_res_sim,diff_con_same,diff_con_sim,diff_rp_rej,diff_miss,diff_any,count_diff,diff_data_agg,diff_pro_agg,diff_res_agg,diff_con_agg,diff_tot_agg,dat_rec,pro_rec,res_rec,con_rec,Rejection,label
143,143,R_3dS4o2NmRNwOAtq,Physical,Quantitative,For someone to be able to recreate my work based on the information I provide in the methods.,0,0,,1,0,,1,0,,0,0,,0,0,0,143,Physical,Quantitative,For someone to be able to recreate my work based on the information I provide in the methods.,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
147,147,R_1CJFpRO1v2PiNSi,Physical,Quantitative,"That research methods are described in such detail that others could reproduce/replicate them, and achieve the same results (e.g., with a statistical analysis, laboratory method, field methods etc.). 

In my field we also use the term ""analytical reproducibility"", which describes how ""reproducible"" /repeatable an instrument measures/analyses a sample/data. This statistic is determined by analysing the same sample several times.",0,0,,1,0,,1,0,,0,0,,0,0,0,147,Physical,Quantitative,"That research methods are described in such detail that others could reproduce/replicate them, and achieve the same results (e.g., with a statistical analysis, laboratory method, field methods etc.). 

In my field we also use the term ""analytical reproducibility"", which describes how ""reproducible"" /repeatable an instrument measures/analyses a sample/data. This statistic is determined by analysing the same sample several times.",0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Data Collection
148,148,R_1EgQq2hLNgkKOof,Physical,Mixed Methods,Repeatability of analyses and results,0,0,,1,0,,1,0,,0,0,,0,0,0,148,Physical,Mixed Methods,Repeatability of analyses and results,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
151,151,R_24B4AGz95i9JwDW,Nature/society,Qualitative,The ability for results/observations to be replicated/ reproduced using/following the same methods and techniques. In the context of my field of research the concept is used to test the reliability of data obtained through experimental and observational research.,0,0,,1,0,,1,0,,0,0,,0,0,0,151,Nature/society,Qualitative,The ability for results/observations to be replicated/ reproduced using/following the same methods and techniques. In the context of my field of research the concept is used to test the reliability of data obtained through experimental and observational research.,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
153,153,R_3Mhx0nZGaCTzuBR,Physical,Mixed Methods,"Reproducibility‚Äù refers to instances in which the original researcher's data and computer codes are used to regenerate the results, while ‚Äúreplicability‚Äù refers to instances in which a researcher collects new data to arrive at the same scientific findings as a previous study. In our research we used to this term to understand ""people traditional knowledge in terms of agriculture and soil conservation and other related fields""",1,0,,1,0,,1,0,,0,0,,0,0,0,153,Physical,Mixed Methods,"Reproducibility‚Äù refers to instances in which the original researcher's data and computer codes are used to regenerate the results, while ‚Äúreplicability‚Äù refers to instances in which a researcher collects new data to arrive at the same scientific findings as a previous study. In our research we used to this term to understand ""people traditional knowledge in terms of agriculture and soil conservation and other related fields""",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
157,157,R_1LLjsy2CMGvbAsk,Physical,Quantitative,"testing whether results, using the same methods, materials, and overall approach, can produce a reliably similar result that provides confidence in the scientific method that allows for objective interpretation and conclusions to be made.",0,0,,1,0,,0,1,,0,0,,0,0,0,157,Physical,Quantitative,"testing whether results, using the same methods, materials, and overall approach, can produce a reliably similar result that provides confidence in the scientific method that allows for objective interpretation and conclusions to be made.",0,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
158,158,R_2tEbX7iPgAmMKqp,Methods,Quantitative,the proposed method can be reproduced by others with similar results,0,0,,1,0,,0,1,,0,0,,0,0,0,158,Methods,Quantitative,the proposed method can be reproduced by others with similar results,0,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
159,159,R_30qxYYrHpyitVRN,Methods,Quantitative,"possibility of replicating the studies. This requires that the method is well described, availability of the same data and the same tools (scripts).",1,0,,1,0,,1,0,,0,0,,0,0,0,159,Methods,Quantitative,"possibility of replicating the studies. This requires that the method is well described, availability of the same data and the same tools (scripts).",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
162,162,R_2xXjvj58zZPSY1v,Physical,Quantitative,"Much more limited than even fields with known reproducibility problems, like psychology. I may release some R code and a cleaned data set.",1,0,,1,0,,0,0,,0,0,,0,0,0,162,Physical,Quantitative,"Much more limited than even fields with known reproducibility problems, like psychology. I may release some R code and a cleaned data set.",1,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
163,163,R_3nBMiT0UmSH5RgX,Physical,Mixed Methods,The chance to replicate the analysis to the data (by different people) obtaining the same results.,1,0,,1,0,,1,0,,0,0,,0,0,0,163,Physical,Mixed Methods,The chance to replicate the analysis to the data (by different people) obtaining the same results.,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
166,166,R_1K9fFIyaTUEieIr,Methods,Quantitative,Can others use methods we have used and replicate our results,0,0,,1,0,,1,0,,0,0,,0,0,0,166,Methods,Quantitative,Can others use methods we have used and replicate our results,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
170,170,R_1rB35eJNjvTcHDS,Physical,Quantitative,For the findings of a study to be reproducible means that results obtained by an experiment or an observational study or in a statistical analysis of a data set should be achieved again with a high degree of reliability when the study is replicated.,0,0,,1,0,,1,0,,0,0,,0,0,0,170,Physical,Quantitative,For the findings of a study to be reproducible means that results obtained by an experiment or an observational study or in a statistical analysis of a data set should be achieved again with a high degree of reliability when the study is replicated.,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Experiment
171,171,R_ZlcSeNvB5mRWGGJ,Methods,Mixed Methods,Methodology which can be used by otjer researchers,0,0,,1,0,,0,0,,0,0,,0,0,0,171,Methods,Mixed Methods,Methodology which can be used by otjer researchers,0,0,,1,0,,0,0,,0,0,,0,0,Transparency focused,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
172,172,R_3rY6kwfxVvkjkQi,Methods,Mixed Methods,Apply and evaluate existing research concepts and workflows to other test sites,0,0,,1,0,,0,0,,0,1,,0,0,0,172,Methods,Mixed Methods,Apply and evaluate existing research concepts and workflows to other test sites,0,0,,1,0,,0,0,,0,1,,0,0,Transfer across contexts,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
174,174,R_2Tw7yeabnrzzEsG,Methods,Quantitative,"My understanding about the term ""reproducibility"" in the context of my own research would imply that certain obtained results would be also obtained, perhaps to a certain degree of similarity, by others researchers using the same methods.",0,0,,1,0,,1,1,,0,0,,0,0,0,174,Methods,Quantitative,"My understanding about the term ""reproducibility"" in the context of my own research would imply that certain obtained results would be also obtained, perhaps to a certain degree of similarity, by others researchers using the same methods.",0,0,,1,0,,1,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
177,177,R_2ErYw1LOYFKfhkd,Human,Mixed Methods,That others should be able to come to the same results using the same metods and data,1,0,,1,0,,1,0,,0,0,,0,0,0,177,Human,Mixed Methods,That others should be able to come to the same results using the same metods and data,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
178,178,R_12uqEHmk4rA3InB,Nature/society,Mixed Methods,it means having methods that can be utilized by other researchers to come to similar findings,0,0,,1,0,,0,1,,0,0,,0,0,0,178,Nature/society,Mixed Methods,it means having methods that can be utilized by other researchers to come to similar findings,0,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
180,180,R_2U5ijpqLqcMxtYm,Physical,Quantitative,"That different researchers, presented with the same evidence, will come to broadly equivalent conclusions",0,0,,0,0,,1,0,,0,0,,0,0,0,180,Physical,Quantitative,"That different researchers, presented with the same evidence, will come to broadly equivalent conclusions",0,0,,0,0,,1,0,,0,0,,0,0,how to read evidence?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Peter/Joe?
182,182,R_3flPxT4AEmOLOTk,Physical,Quantitative,"All methods (including data collection, analysis and visualization) must be detailed so that a reader would be able to reproduce the same results by following the methods on the same dataset.",1,0,,1,0,,1,0,,0,0,,0,0,0,182,Physical,Quantitative,"All methods (including data collection, analysis and visualization) must be detailed so that a reader would be able to reproduce the same results by following the methods on the same dataset.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
183,183,R_3emgvQrP9GpeXiu,Physical,Mixed Methods,"reproducibility to me is the development of knowledge, practices, and analysis protocols in the field and laboratory that can be applied to other places and areas of knowledge that have affinity with physical geography, especially soil science and paleoecology.",0,0,,1,0,,0,0,,0,1,,0,0,0,183,Physical,Mixed Methods,"reproducibility to me is the development of knowledge, practices, and analysis protocols in the field and laboratory that can be applied to other places and areas of knowledge that have affinity with physical geography, especially soil science and paleoecology.",0,0,,1,0,,0,0,,0,1,,0,0,Methods transference. Not exactly evaluative.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
184,184,R_ZfNXMVdUnSiUXpD,Human,Qualitative,to me this term would mean that the methods that have been used to conduct the research can be 'reproduced' by another researcher.  not quite the scientific hypothesis appraoch but not dissimilar,0,0,,1,0,,0,0,,0,0,,0,0,0,184,Human,Qualitative,to me this term would mean that the methods that have been used to conduct the research can be 'reproduced' by another researcher.  not quite the scientific hypothesis appraoch but not dissimilar,0,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
186,186,R_1pMOHEutSwdzxqr,Methods,Quantitative,The ability for someone else to reproduce the results given the input data.,1,0,,0,0,,1,0,,0,0,,0,0,0,186,Methods,Quantitative,The ability for someone else to reproduce the results given the input data.,1,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Standard
196,196,R_WjMvtO6BvOvNEyZ,Methods,Mixed Methods,Reproduction of experimental results by a different research team by applying the same methods described by an initial research group,0,0,,1,0,,1,0,,0,0,,0,0,0,196,Methods,Mixed Methods,Reproduction of experimental results by a different research team by applying the same methods described by an initial research group,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Experiment
207,207,R_2YtfyilWQL8oUN5,Methods,Mixed Methods,"I study transportation infrastructure in cities (streets, sidewalks, bus stops, bike lanes, etc.). For any study I complete, I want the methods to be incredibly clear and datasets to be accessible, such that any interested researcher could re-do the entire study. That is how I think about the work being 'reproducible.'",1,0,,1,0,,0,0,,0,0,,0,0,0,207,Methods,Mixed Methods,"I study transportation infrastructure in cities (streets, sidewalks, bus stops, bike lanes, etc.). For any study I complete, I want the methods to be incredibly clear and datasets to be accessible, such that any interested researcher could re-do the entire study. That is how I think about the work being 'reproducible.'",1,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
208,208,R_3JJhESckFZQB09w,Methods,Quantitative,"Being clear on the data used, the variables constructed, and the techniques used so that someone can use the same dataset or use the same technique.",1,0,,1,0,,0,0,,0,0,,0,0,0,208,Methods,Quantitative,"Being clear on the data used, the variables constructed, and the techniques used so that someone can use the same dataset or use the same technique.",1,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
210,210,R_2bJZD2bvypeXMTA,Human,Mixed Methods,"Being able to reproduce a piece of previous research and obtain the same results by using the same methodology, data and materials.",1,0,,1,0,,1,0,,0,0,,0,0,0,210,Human,Mixed Methods,"Being able to reproduce a piece of previous research and obtain the same results by using the same methodology, data and materials.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
211,211,R_6fgYRiNY653Zpkt,Physical,Mixed Methods,I understand this term in direct association with the principles of the scientific method,0,0,,0,0,,0,0,,0,0,,0,0,Not sure how to code,211,Physical,Mixed Methods,I understand this term in direct association with the principles of the scientific method,0,0,,0,0,,0,0,,0,0,,0,0,???. Which scientific method?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Omit
212,212,R_2ATnBi9z1wvsYLK,Human,Qualitative,"That the methods can be used to conduct a similar study in a different setting that would provide ""similar"" findings (with site-specific differences. Positionality of the researcher also plays into this)",0,0,,1,0,,0,1,,0,1,,0,0,0,212,Human,Qualitative,"That the methods can be used to conduct a similar study in a different setting that would provide ""similar"" findings (with site-specific differences. Positionality of the researcher also plays into this)",0,0,,1,0,,0,1,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
215,215,R_3lSSQ48tJqdSASB,Human,Qualitative,reproduction possibilities,0,0,,0,0,,0,0,,0,0,,0,0,Not a definition,215,Human,Qualitative,reproduction possibilities,0,0,,0,0,,0,0,,0,0,,0,0,???,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Omit
218,218,R_1Ft9Xi9lnM9FSy7,Methods,Quantitative,Being able to obtain similar results using the same methods and data as the authors,1,0,,1,0,,0,1,,0,0,,0,0,0,218,Methods,Quantitative,Being able to obtain similar results using the same methods and data as the authors,1,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
