,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_5_TEXT,Q4,Q5,Q6,Q7a,Q7a_1,Q7a_2,Q7a_3,Q7b,Q7b_1,Q7c,Q7c_1,Q7c_2,Q7c_3,Q7d,Q7d_1,Q7d_2,Q7e,Q7e_1,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12a,Q13_1_1,Q13_2_1,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16,Q16_5_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17a,Q18,Q19,Q19_9_TEXT,Q20,Q20_5_TEXT,Q21,Q21_7_TEXT,Q22,Q23
25,5/17/2022 14:40,5/17/2022 14:47,IP Address,100,373,TRUE,5/17/2022 14:47,R_3O7gkK5FNc96GvU,,40.6982,-111.841,email,EN,35-54 years old,Yes,Nature and society,,Qualitative,To a great extent,"A reasonable researcher, with reasonable training in geographic methods, could follow similar steps as those outlined in the methods, accessing similar data sources, and subsequently arrive at similar findings and conclusions. ",Somewhat,Rarely,"Data analysis,Data visualization or mapping",Rarely,Not at all,,Very little,Rarely,Rarely,Never,Very little,Never,,Not at all,,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes,No,Yes,No,Yes,No,,,,,,,,,,70,70,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Rarely,Occasionally,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s)",,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Not important,,2 - 5 people,Assistant professor/lecturer,,Male,,White,,United States of America,I would like to be entered into the prize draw
26,5/17/2022 15:02,5/17/2022 15:12,IP Address,100,561,TRUE,5/17/2022 15:12,R_21aEAxcph9i1K0K,,41.6405,-0.8814,email,EN,55+ years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,"That other people can arrive at similar (if not identical) results if they apply the same assumptions, methods and techniques.",Somewhat,Rarely,Data visualization or mapping,Some of the time,Somewhat,Some of the time,Somewhat,Rarely,Never,Never,Not at all,,,Not at all,,Disagree,,Disagree,Agree,Disagree,,Yes,Yes,,Yes,No,,No,,,,,,,,,,50,75,Rarely,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,,2 - 5 people,Full professor/lecturer,,Male,,White,,Poland,
27,5/17/2022 15:15,5/17/2022 15:20,IP Address,100,321,TRUE,5/17/2022 15:20,R_2zpdv830UKWqaaA,,39.0828,-77.1674,email,EN,35-54 years old,No,Other (specify),Political Science,Quantitative,To a great extent,Making your code and data available and explaining how you got there so that someone could carry out your research. ,To a great extent,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,Not at all,,Somewhat,Most of the time,Most of the time,Some of the time,To a great extent,Most of the time,Some of the time,To a great extent,Some of the time,Disagree,,Agree,Agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,It's part of good science. ,Some,All,Some,"Yes, some","Yes, some",No,Did not attempt,,,,Rarely,Occasionally,Occasionally,Frequently,Frequently,Frequently,Rarely,Rarely,Never,Rarely,Frequently,Rarely,,Principal investigator of the study,,Very important,Somewhat important,Very important,Somewhat not important,Somewhat important,Very important,Somewhat important,Somewhat not important,Very important,Somewhat important,,2 - 5 people,Associate professor/lecturer,,Male,,Prefer not to say,,United States of America,I would like to be entered into the prize draw
28,5/17/2022 14:47,5/17/2022 15:31,IP Address,100,2665,TRUE,5/17/2022 15:31,R_12zf6ZKsCoZUof4,,-36.8597,174.764,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,To a great extent,"Reproducibility is related to but is not the same as replication.  In a computational context, it means that someone else can reproduce the workflow of a given study by a sufficiently clear description of the method and the provision of code, data, etc.  This will also allow verification - that the software does what it is intended to do.",To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,To a great extent,Always,To a great extent,Most of the time,Always,Some of the time,To a great extent,Most of the time,Most of the time,Somewhat,Rarely,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"'- Interested in the outcomes of a study as they aligned with research I was involved with. 
- Learning experience. 
- Teaching.",Some,All,None,"Yes, some","Yes, some",Did not attempt,Did not attempt,,50,50,Rarely,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Never,,Principal investigator of the study,,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,,6 - 10 people,Full professor/lecturer,,Male,,White,,New Zealand,
29,5/17/2022 15:24,5/17/2022 15:38,IP Address,100,837,TRUE,5/17/2022 15:38,R_urVNTNoFZjaoNHj,,59.8551,17.6343,email,EN,55+ years old,Yes,Human geography,,Quantitative,To a great extent,That someone else can reproduce the results of a published study. ,Somewhat,Some of the time,"Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Rarely,Very little,Rarely,Somewhat,Some of the time,Rarely,Rarely,Somewhat,Rarely,Never,Very little,Never,Disagree,Agree,Disagree,Agree,Agree,Disagree,Yes,Yes,No,No,No,Yes,Yes,Check the sensitivity to different classifications ,None,Some,Some,No,No,No,"Yes, all",,30,30,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Rarely,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,,Principal investigator of the study,,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,6 - 10 people,Full professor/lecturer,,Male,,"Other,Prefer not to say",Swedish,Sweden,
30,5/17/2022 15:38,5/17/2022 15:45,IP Address,100,450,TRUE,5/17/2022 15:45,R_1C151ckFQ0fubI0,,44.4829,-73.2253,email,EN,55+ years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,To a great extent,can others get the same result we did,Somewhat,Rarely,Data visualization or mapping,Rarely,To a great extent,Always,To a great extent,Most of the time,Rarely,Never,Somewhat,Rarely,Never,Very little,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,to understand how well our methods worked,Some,Some,Some,"Yes, some",Did not attempt,Did not attempt,"Yes, all",,30,10,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s)",,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,,6 - 10 people,Full professor/lecturer,,Male,,White,,United States of America,I would like to be entered into the prize draw
31,5/17/2022 16:34,5/17/2022 16:45,IP Address,100,683,TRUE,5/17/2022 16:45,R_2bOYuLjGWXyvolX,,40.5377,-105.0546,email,EN,35-54 years old,No,Nature and society,,Quantitative,Somewhat,"Do we share enough information about our methods such that someone else, given access to similar data, could repeat the analysis",Somewhat,Some of the time,Data analysis,Always,Not at all,,Somewhat,Most of the time,Most of the time,Most of the time,Somewhat,Some of the time,Never,Not at all,,Disagree,,Disagree,Agree,Agree,Disagree,Yes,Yes,No,Yes,No,,No,,,,,,,,,,,,Rarely,Rarely,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Occasionally,Frequently,,,"Principal investigator of the study,Peer-reviewer(s)",,Very important,Very important,Somewhat important,Somewhat not important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Defensibility of decisions based on this science,6 - 10 people,Other (specify),Government scientist (applied),Female,,White,,United States of America,
32,5/17/2022 16:48,5/17/2022 16:58,IP Address,100,579,TRUE,5/17/2022 16:58,R_3PS6ZwEUGQGVNbe,,-35.2828,149.1283,email,EN,55+ years old,Yes,Other (specify),Economic geography,Quantitative,To a great extent,Others are able to attempt to reproduce my findings in a published journal article give access to data and code. ,To a great extent,Rarely,Data visualization or mapping,Some of the time,Not at all,,To a great extent,Some of the time,Most of the time,Never,To a great extent,Some of the time,Never,To a great extent,Rarely,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Yes,Yes,No,Yes,Yes,No,Yes,As a teaching exercise.,Some,All,None,"Yes, all","Yes, all","Yes, all",Did not attempt,Just some minor deviations in estimated coefficients. ,50,50,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Rarely,Occasionally,Occasionally,Rarely,Frequently,Occasionally,,Principal investigator of the study,,Very important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,,2 - 5 people,Full professor/lecturer,,Male,,White,,Australia,
33,5/17/2022 17:00,5/17/2022 17:10,IP Address,100,591,TRUE,5/17/2022 17:10,R_2rDbqNnByTEM3pH,,28.6542,77.2373,email,EN,55+ years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,Somewhat,,Somewhat,Some of the time,Data analysis,Most of the time,Somewhat,Some of the time,Somewhat,Most of the time,Some of the time,Some of the time,Somewhat,Some of the time,Rarely,Somewhat,Rarely,Disagree,Agree,Disagree,Agree,Agree,Disagree,Yes,Yes,No,No,No,Yes,Yes,,All,Some,None,"Yes, all","Yes, all","Yes, all","Yes, all",,90,,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,,Principal investigator of the study,,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,1 person,Full professor/lecturer,,Male,,Asian,,India,I would like to be entered into the prize draw
34,5/17/2022 17:10,5/17/2022 17:18,IP Address,100,436,TRUE,5/17/2022 17:18,R_3kncCiVVdRSCAZy,,15.9175,-97.0407,email,EN,35-54 years old,Yes,Human geography,,Qualitative,Very little,The extent to which a concept or method can be reproduced in a different context. ,Not at all,,,,Not at all,,Not at all,,,,Not at all,,,Not at all,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,No,Yes,No,No,No,,,,,,,,,,50,50,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,,Principal investigator of the study,,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,,1 person,Associate professor/lecturer,,Female,,Hispanic,,Mexico,I would like to be entered into the prize draw
35,5/17/2022 17:14,5/17/2022 17:21,IP Address,100,409,TRUE,5/17/2022 17:21,R_9EMFwGgsXJJ0mxX,,-33.8715,151.2006,email,EN,35-54 years old,Yes,Human geography,,Mixed Methods,Somewhat,The ability for others to conduct the same research using my methodology.,Somewhat,Some of the time,"Data analysis,Data visualization or mapping",Rarely,Somewhat,Rarely,Somewhat,Rarely,Rarely,Rarely,Not at all,,,Not at all,,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,Yes,No,No,No,No,No,,,,,,,,,,50,50,Rarely,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,It is not part of training for Australian geographers. But it should be.,"Principal investigator of the study,Peer-reviewer(s)",,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,,2 - 5 people,Full professor/lecturer,,Female,,White,,Australia,I would like to be entered into the prize draw
36,5/17/2022 16:54,5/17/2022 17:25,IP Address,100,1883,TRUE,5/17/2022 17:25,R_3LdVAlBeil1pPkJ,,19.6903,-101.3415,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,Reproducibility in my case is the possibility of the replicating and repeating of the proposed approach,Somewhat,Most of the time,"Data analysis,Data visualization or mapping",Some of the time,Somewhat,Most of the time,Somewhat,Some of the time,Always,Most of the time,Very little,Never,,Not at all,,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Yes,Yes,No,Yes,No,No,Yes,Understand better the local landscape dynamics in the intertropical mountains,None,Some,None,No,No,No,"Yes, all",I do not understand the question,60,80,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,,6 - 10 people,Full professor/lecturer,,Male,,Hispanic,,Mexico,
37,5/17/2022 17:19,5/17/2022 17:26,IP Address,100,445,TRUE,5/17/2022 17:26,R_ONFeaY0UxhS5HHj,,-37.8159,144.9669,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,Someone else being able to reproduce the findings using the methodology provided,Somewhat,Rarely,Data visualization or mapping,Some of the time,Somewhat,Some of the time,Somewhat,Rarely,Most of the time,Some of the time,Somewhat,Never,,Somewhat,Never,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,70,70,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,,16+ people,Other (specify),Senior Research Fellow,Male,,Other,Why is this relevant???,Australia,I would like to be entered into the prize draw
